,Unnamed: 0,tweet,sentiment,lang,tweet_without_stopwords
2778,448482,and everybody trump trump2020landslidevictory,0,en,"['everybody', 'trump', 'trump2020landslidevictory']"
2779,866305,if you work in the media on either side of the pond and your analysis of usaelection2020 implies that those who voted for trump are racists your part of the problem not the solution,0,en,"['work', 'media', 'either', 'side', 'pond', 'analysis', 'usaelection2020', 'implies', 'voted', 'trump', 'racists', 'part', 'problem', 'solution']"
2781,892153,white house reporter claimed president trump went for a drive wearing a white maga cap windbreaker dark slacks non dress shirt and shoes tukonews presidentelectjoebiden trump,-1,en,"['white', 'house', 'reporter', 'claimed', 'president', 'trump', 'went', 'drive', 'wearing', 'white', 'maga', 'cap', 'windbreaker', 'dark', 'slacks', 'non', 'dress', 'shirt', 'shoes', 'tukonews', 'presidentelectjoebiden', 'trump']"
2782,776156,impeachment scandals covid 19 and in the end ist just took democracy and an election to get rid of him very peaceful and reassuring outcome trump trumpislosing electionresults2020 i nominate this tweet for next nobel peace prize,1,en,"['impeachment', 'scandals', 'covid', '19', 'end', 'ist', 'took', 'democracy', 'election', 'get', 'rid', 'peaceful', 'reassuring', 'outcome', 'trump', 'trumpislosing', 'electionresults2020', 'nominate', 'tweet', 'next', 'nobel', 'peace', 'prize']"
2783,249780,trump see you trying to make up excuses for you losing this election pennsylvania doesnt want your people there trying to influence voters or the election good job pennsylvania dont worry they voting for bidenharris2020 instead of you anyway votehimout voteblue vote,1,en,"['trump', 'see', 'trying', 'make', 'excuses', 'losing', 'election', 'pennsylvania', 'doesnt', 'want', 'people', 'trying', 'influence', 'voters', 'election', 'good', 'job', 'pennsylvania', 'dont', 'worry', 'voting', 'bidenharris2020', 'instead', 'anyway', 'votehimout', 'voteblue', 'vote']"
2784,360736,im proud to be a hispanic american i studied and worked hard to come here legally how it should be im now a lawyer and im here to do my bit for our country i respect your values that are actually exactly the same as ours and now im proudly voting trump help me out follow me,1,en,"['im', 'proud', 'hispanic', 'american', 'studied', 'worked', 'hard', 'come', 'legally', 'im', 'lawyer', 'im', 'bit', 'country', 'respect', 'values', 'actually', 'exactly', 'im', 'proudly', 'voting', 'trump', 'help', 'follow']"
2785,593189,us elections will be decided by about a dozen states that could swing to either donaldtrump a republican or his democratic challenger joebiden these states will play critical role in delivering the electoral college votes needed to win the white house,1,en,"['us', 'elections', 'decided', 'dozen', 'states', 'could', 'swing', 'either', 'donaldtrump', 'republican', 'democratic', 'challenger', 'joebiden', 'states', 'play', 'critical', 'role', 'delivering', 'electoral', 'college', 'votes', 'needed', 'win', 'white', 'house']"
2786,205275,meanwhile cult45klanleader trump putinspuppet usefulidiot won t do anything blacklivesmatter,0,en,"['meanwhile', 'cult45klanleader', 'trump', 'putinspuppet', 'usefulidiot', 'anything', 'blacklivesmatter']"
2787,113606,trumplies trump 14 more days of tyranny,1,en,"['trumplies', 'trump', '14', 'days', 'tyranny']"
2788,358819,please govote trump covid19,0,en,"['please', 'govote', 'trump', 'covid19']"
2790,117641,this is absolutely despicable trump must be held to the fire for this atrocity,1,en,"['absolutely', 'despicable', 'trump', 'must', 'held', 'fire', 'atrocity']"
2791,180081,if this line from did not enrage you you are inhuman children taken unwillingly from their parents that cannot be reunited due to the trump admin s incompetence are not well taken care of there is no way around that period 545kids vote votebiden,-1,en,"['line', 'enrage', 'inhuman', 'children', 'taken', 'unwillingly', 'parents', 'reunited', 'due', 'trump', 'admin', 'incompetence', 'well', 'taken', 'care', 'way', 'around', 'period', '545kids', 'vote', 'votebiden']"
2792,895717,election2020 trump,0,en,"['election2020', 'trump']"
2793,405830,from the rowan atkinson archive spookily topical another presidential candidate happy halloween election and good luck to us all and this planet rowanatkinson spooktober2020 election2020 bidenharrislandslide2020 trump,1,en,"['rowan', 'atkinson', 'archive', 'spookily', 'topical', 'another', 'presidential', 'candidate', 'happy', 'halloween', 'election', 'good', 'luck', 'us', 'planet', 'rowanatkinson', 'spooktober2020', 'election2020', 'bidenharrislandslide2020', 'trump']"
2794,314773,arizona is burning with covid trumpgopcoverupkills227000 today trump thought he was in tombstone az votethemout,0,en,"['arizona', 'burning', 'covid', 'trumpgopcoverupkills227000', 'today', 'trump', 'thought', 'tombstone', 'az', 'votethemout']"
2795,875255,goodbye everybody i ve got to go gotta leave you all behind and face the truth goodbyetrump biden harris newstart byebyetrump singalong election2020 trumppence2020 trumpmeltdown trump,-1,en,"['goodbye', 'everybody', 'got', 'go', 'got', 'ta', 'leave', 'behind', 'face', 'truth', 'goodbyetrump', 'biden', 'harris', 'newstart', 'byebyetrump', 'singalong', 'election2020', 'trumppence2020', 'trumpmeltdown', 'trump']"
2796,41189,my latest video creation for new tune about trump,1,en,"['latest', 'video', 'creation', 'new', 'tune', 'trump']"
2797,126313,here s the 1 million question if the trump admin referred to these as targeted attacks using directed energy weapons why is msm so quick to label people raising similar concerns in the u s as conspiracy theorists delusional theresistance wednesdaythoughts,1,en,"['1', 'million', 'question', 'trump', 'admin', 'referred', 'targeted', 'attacks', 'using', 'directed', 'energy', 'weapons', 'msm', 'quick', 'label', 'people', 'raising', 'similar', 'concerns', 'u', 'conspiracy', 'theorists', 'delusional', 'theresistance', 'wednesdaythoughts']"
2798,225868,imagine they start going to the homes of people who sent money to trump and then will have a headline breaking news angry trump home owner shoots peaceful protester trump says it best these people are sick,1,en,"['imagine', 'start', 'going', 'homes', 'people', 'sent', 'money', 'trump', 'headline', 'breaking', 'news', 'angry', 'trump', 'home', 'owner', 'shoots', 'peaceful', 'protester', 'trump', 'says', 'best', 'people', 'sick']"
2799,141180,cardillo like trump seems determined to pollute every government agency and every tender human interaction with the cynical poison of a bitter soul,-1,en,"['cardillo', 'like', 'trump', 'seems', 'determined', 'pollute', 'every', 'government', 'agency', 'every', 'tender', 'human', 'interaction', 'cynical', 'poison', 'bitter', 'soul']"
2801,235540,2016 it was the massive trump arranged rallies that were unexpected 2020 its these massive local arranged trump parades that are the unexpected,1,en,"['2016', 'massive', 'trump', 'arranged', 'rallies', 'unexpected', '2020', 'massive', 'local', 'arranged', 'trump', 'parades', 'unexpected']"
2802,20959,there are people who are not in the media regular people that are dishwashers garbage men lawn care workers truck drivers car salesman professionals like doctors lawyers and wall street types that know what qanon is don t tell us that you 2and trump don t know lies,0,en,"['people', 'media', 'regular', 'people', 'dishwashers', 'garbage', 'men', 'lawn', 'care', 'workers', 'truck', 'drivers', 'car', 'salesman', 'professionals', 'like', 'doctors', 'lawyers', 'wall', 'street', 'types', 'know', 'qanon', 'tell', 'us', '2and', 'trump', 'know', 'lies']"
2803,204096,the trump era so far in 10 drawings and fewer than 200 words bunker lafayette square lawandorder out of the who chinavirus votebymail no more stimulus lots more stimulus excerpt votebluedownballot,1,en,"['trump', 'era', 'far', '10', 'drawings', 'fewer', '200', 'words', 'bunker', 'lafayette', 'square', 'lawandorder', 'chinavirus', 'votebymail', 'stimulus', 'lots', 'stimulus', 'excerpt', 'votebluedownballot']"
2804,525051,to whoever takes the short end of the votes enjoy electionnight trump bidenharris2020 rollingstones glee you can t always get what you want full performance from sect via,1,en,"['whoever', 'takes', 'short', 'end', 'votes', 'enjoy', 'electionnight', 'trump', 'bidenharris2020', 'rollingstones', 'glee', 'always', 'get', 'want', 'full', 'performance', 'sect', 'via']"
2805,363071,trump is the people s president,0,en,"['trump', 'people', 'president']"
2806,148132,us president donaldtrump and his challenger joebiden will face off on thursday night for the final debate with a microphone muzzle setup to cut off interruptions which has been criticised by trump as unfair,-1,en,"['us', 'president', 'donaldtrump', 'challenger', 'joebiden', 'face', 'thursday', 'night', 'final', 'debate', 'microphone', 'muzzle', 'setup', 'cut', 'interruptions', 'criticised', 'trump', 'unfair']"
2807,750204,it s gonna take a tranquilizer dart and ropes to get him out of the white house just like trying to corral a rogue hippo donaldtrump,0,en,"['gon', 'na', 'take', 'tranquilizer', 'dart', 'ropes', 'get', 'white', 'house', 'like', 'trying', 'corral', 'rogue', 'hippo', 'donaldtrump']"
2808,764821,it s fascinating that trump didn t have an opinion on the postal votes in his favour when he was elected fact trump whatafool,1,en,"['fascinating', 'trump', 'opinion', 'postal', 'votes', 'favour', 'elected', 'fact', 'trump', 'whatafool']"
2809,79244,trump would have walked away without paying and definitely wouldn t have bought a shake for anyone else bidenharris2020landslide trumpisaloser,0,en,"['trump', 'would', 'walked', 'away', 'without', 'paying', 'definitely', 'bought', 'shake', 'anyone', 'else', 'bidenharris2020landslide', 'trumpisaloser']"
2811,60283,oh good trump really groks darwin s signature document survivalofthefittesthardlyfitstrump,1,en,"['oh', 'good', 'trump', 'really', 'groks', 'darwin', 'signature', 'document', 'survivalofthefittesthardlyfitstrump']"
2812,378334,a recent cornell university study meanwhile concluded that trump was also the largest driver of misinformation in the public conversation about the coronavirus during the first half of 2020,1,en,"['recent', 'cornell', 'university', 'study', 'meanwhile', 'concluded', 'trump', 'also', 'largest', 'driver', 'misinformation', 'public', 'conversation', 'coronavirus', 'first', 'half', '2020']"
2814,106045,state of the race in kentucky as of 10 20 2020 polling average trump 56 4 0 2 from yesterday biden 39 1 0 1 from yesterday win probabiity trump 98 5 0 0 from yesterday biden 1 5 source fivethirtyeight electiontwitter election2020 biden trump,1,en,"['state', 'race', 'kentucky', '10', '20', '2020', 'polling', 'average', 'trump', '56', '4', '0', '2', 'yesterday', 'biden', '39', '1', '0', '1', 'yesterday', 'win', 'probabiity', 'trump', '98', '5', '0', '0', 'yesterday', 'biden', '1', '5', 'source', 'fivethirtyeight', 'electiontwitter', 'election2020', 'biden', 'trump']"
2815,967179,bidenharris2020 trump election2020 usaelection2020 biden,0,en,"['bidenharris2020', 'trump', 'election2020', 'usaelection2020', 'biden']"
2816,906465,yes indeed and that is why god told people to vote bidenharris2020 so we can fire trump and the rest of you gopcomplicittraitors byekayleigh good luck finding a job,1,en,"['yes', 'indeed', 'god', 'told', 'people', 'vote', 'bidenharris2020', 'fire', 'trump', 'rest', 'gopcomplicittraitors', 'byekayleigh', 'good', 'luck', 'finding', 'job']"
2817,617275,professional and big talk love your credibility and for being honest and neutral btw is fucken cheaters and really they aren t doing their job probably trump is a lone wolf and definitely he will not surrender easily believe that,1,en,"['professional', 'big', 'talk', 'love', 'credibility', 'honest', 'neutral', 'btw', 'fucken', 'cheaters', 'really', 'job', 'probably', 'trump', 'lone', 'wolf', 'definitely', 'surrender', 'easily', 'believe']"
2819,300857,hey donald trump it s the pandemic stupid trumpfailedamerica trumpliesamericansdie votebluetosaveamerica votebiden votebluedownballot no future for gop that embraces trump as leader lincoln project co founder via,-1,en,"['hey', 'donald', 'trump', 'pandemic', 'stupid', 'trumpfailedamerica', 'trumpliesamericansdie', 'votebluetosaveamerica', 'votebiden', 'votebluedownballot', 'future', 'gop', 'embraces', 'trump', 'leader', 'lincoln', 'project', 'co', 'founder', 'via']"
2821,773603,trumpwontleave trumpislosing trump idontwanttogo comedycentral this is great,1,en,"['trumpwontleave', 'trumpislosing', 'trump', 'idontwanttogo', 'comedycentral', 'great']"
2822,294927,fucking trump man leaving elderly in the cold because he doesn t pay his bills,-1,en,"['fucking', 'trump', 'man', 'leaving', 'elderly', 'cold', 'pay', 'bills']"
2823,180973,in the final debate2020 trump paints himself as an outsider and not a typical politician he says to biden i ran because of you biden the country s character is on the ballot decency honesty respect uselection2020,1,en,"['final', 'debate2020', 'trump', 'paints', 'outsider', 'typical', 'politician', 'says', 'biden', 'ran', 'biden', 'country', 'character', 'ballot', 'decency', 'honesty', 'respect', 'uselection2020']"
2824,676811,taiwan hongkong trump usa japanese korea thailand vietnam malaysia france uk russia is sakuragi flower road okay bless peace,1,en,"['taiwan', 'hongkong', 'trump', 'usa', 'japanese', 'korea', 'thailand', 'vietnam', 'malaysia', 'france', 'uk', 'russia', 'sakuragi', 'flower', 'road', 'okay', 'bless', 'peace']"
2825,869530,mi confermate che trump ha proposto a biden il subaffitto electionday2020 trump elezioniusa2020 election2020 electionnight elections election2020 election2020 biden bidenpresident,0,en,"['mi', 'confermate', 'che', 'trump', 'ha', 'proposto', 'biden', 'il', 'subaffitto', 'electionday2020', 'trump', 'elezioniusa2020', 'election2020', 'electionnight', 'elections', 'election2020', 'election2020', 'biden', 'bidenpresident']"
2827,421764,chineseastrology prediction votetrump i was right i mentioned something is wrong with biden according to chinese astrology he s at a low point in his life he will have difficulty if he wins whereas trump is much stronger to deal with everything,1,en,"['chineseastrology', 'prediction', 'votetrump', 'right', 'mentioned', 'something', 'wrong', 'biden', 'according', 'chinese', 'astrology', 'low', 'point', 'life', 'difficulty', 'wins', 'whereas', 'trump', 'much', 'stronger', 'deal', 'everything']"
2828,298973,y ce tanri nin an i y cedi r israel trump maga turkey china,0,en,"['ce', 'tanri', 'nin', 'cedi', 'r', 'israel', 'trump', 'maga', 'turkey', 'china']"
2829,734902,trump supporters yelling count the votes is the equivalent of yelling wash those clothes at your washing machine lmao,1,en,"['trump', 'supporters', 'yelling', 'count', 'votes', 'equivalent', 'yelling', 'wash', 'clothes', 'washing', 'machine', 'lmao']"
2832,636202,elections2020 election2020 electionday 2020election trump uselection,0,en,"['elections2020', 'election2020', 'electionday', '2020election', 'trump', 'uselection']"
2833,204403,how the trump campaign is targeting hispanic voters last night we revealed how the trumpcampaign used big data to deter blackamericans in florida from voting the information came from a secret database from trump s 2016 campaign,-1,en,"['trump', 'campaign', 'targeting', 'hispanic', 'voters', 'last', 'night', 'revealed', 'trumpcampaign', 'used', 'big', 'data', 'deter', 'blackamericans', 'florida', 'voting', 'information', 'came', 'secret', 'database', 'trump', '2016', 'campaign']"
2834,560623,is coming back donaldtrump 2020,0,en,"['coming', 'back', 'donaldtrump', '2020']"
2835,895177,idea send in both aka khakikornacki his big board with s ace to try explain to trump the actual numbers of election2020 cdnpoli,0,en,"['idea', 'send', 'aka', 'khakikornacki', 'big', 'board', 'ace', 'try', 'explain', 'trump', 'actual', 'numbers', 'election2020', 'cdnpoli']"
2836,904338,wa look sends you notifications when your added number goes online with wa look you can look at the wa last seen activity and can get notifications when online and offline you can see how much time spent on wa and get reports to your email trump,1,en,"['wa', 'look', 'sends', 'notifications', 'added', 'number', 'goes', 'online', 'wa', 'look', 'look', 'wa', 'last', 'seen', 'activity', 'get', 'notifications', 'online', 'offline', 'see', 'much', 'time', 'spent', 'wa', 'get', 'reports', 'email', 'trump']"
2838,243127,huge fans will you ever forget where you when when trump was elected we won t can u pls rt our short film we hope everyone who is able to vote does it s never been more important,1,en,"['huge', 'fans', 'ever', 'forget', 'trump', 'elected', 'u', 'pls', 'rt', 'short', 'film', 'hope', 'everyone', 'able', 'vote', 'never', 'important']"
2839,482802,lilpump i mean lil pimp comes in a long line of dumbass sellout corporate rappers some more trump supporters show their fake love for blac people,1,en,"['lilpump', 'mean', 'lil', 'pimp', 'comes', 'long', 'line', 'dumbass', 'sellout', 'corporate', 'rappers', 'trump', 'supporters', 'show', 'fake', 'love', 'blac', 'people']"
2841,766409,coup is going on by democrats lue mit aito journalisti arvioi demokraattien vallankaappausyrityksest journalism coup trump ohio election vaalit usvaalit vaalitus vaalit2020 biden realdonaldtrump election2020 electionfraud electionmeddling,0,en,"['coup', 'going', 'democrats', 'lue', 'mit', 'aito', 'journalisti', 'arvioi', 'demokraattien', 'vallankaappausyrityksest', 'journalism', 'coup', 'trump', 'ohio', 'election', 'vaalit', 'usvaalit', 'vaalitus', 'vaalit2020', 'biden', 'realdonaldtrump', 'election2020', 'electionfraud', 'electionmeddling']"
2842,293128,brains of covid19 patients may age 10 years so that explains trump rambling more than ever,1,en,"['brains', 'covid19', 'patients', 'may', 'age', '10', 'years', 'explains', 'trump', 'rambling', 'ever']"
2843,812222,trumping verb without object trump ed trum ping to lie or get lied to without the actor showing any apparent conscious knowledge of the concept that truth is based on facts exit trump,1,en,"['trumping', 'verb', 'without', 'object', 'trump', 'ed', 'trum', 'ping', 'lie', 'get', 'lied', 'without', 'actor', 'showing', 'apparent', 'conscious', 'knowledge', 'concept', 'truth', 'based', 'facts', 'exit', 'trump']"
2846,12679,trump prove exoneration u want a russia hoax narrative then prove it release unredacted financial docs tax returns grand jury report mueller report helsinki summit transcripts full ukraine amp putin calls have bolton mcgahn don jr jared kushner trump testify,1,en,"['trump', 'prove', 'exoneration', 'u', 'want', 'russia', 'hoax', 'narrative', 'prove', 'release', 'unredacted', 'financial', 'docs', 'tax', 'returns', 'grand', 'jury', 'report', 'mueller', 'report', 'helsinki', 'summit', 'transcripts', 'full', 'ukraine', 'amp', 'putin', 'calls', 'bolton', 'mcgahn', 'jr', 'jared', 'kushner', 'trump', 'testify']"
2847,179093,could have tried harder to s t o p trump,-1,en,"['could', 'tried', 'harder', 'p', 'trump']"
2848,374859,us election biden event in texas cancelled as armed trump supporters threaten campaign bus smartnews gop republican violence,0,en,"['us', 'election', 'biden', 'event', 'texas', 'cancelled', 'armed', 'trump', 'supporters', 'threaten', 'campaign', 'bus', 'smartnews', 'gop', 'republican', 'violence']"
2849,963770,thank you likewise in dc the whitehouse was aflutter yesterday about superspreader crowds celebrating the bidenharris win the diff between us and trump campaign rallies our superspreaders were wearing and spreading joy,1,en,"['thank', 'likewise', 'dc', 'whitehouse', 'aflutter', 'yesterday', 'superspreader', 'crowds', 'celebrating', 'bidenharris', 'win', 'diff', 'us', 'trump', 'campaign', 'rallies', 'superspreaders', 'wearing', 'spreading', 'joy']"
2850,435565,for every biden supporter there are 5 trump supporters has nothing to worry about tomorrow hes got this in the bag the trump rallys have been nonstop trump2020landslidevictory,0,en,"['every', 'biden', 'supporter', '5', 'trump', 'supporters', 'nothing', 'worry', 'tomorrow', 'hes', 'got', 'bag', 'trump', 'rallys', 'nonstop', 'trump2020landslidevictory']"
2851,570360,why are you airing this propaganda trump,-1,en,"['airing', 'propaganda', 'trump']"
2852,603643,the media showing their biden bias and disgracefully partisan amp let themselves down and starmer amp clearly don t want to win either donaldtrump uselection2020 mediabias,1,en,"['media', 'showing', 'biden', 'bias', 'disgracefully', 'partisan', 'amp', 'let', 'starmer', 'amp', 'clearly', 'want', 'win', 'either', 'donaldtrump', 'uselection2020', 'mediabias']"
2853,665539,when you step back and take a good long look at yourself are you amazed at what truly matters to you that you care to defend the train wreck that is trump reveals your complete lack of judgment and willingness to sell out to protect the brand gophypocrisy,1,en,"['step', 'back', 'take', 'good', 'long', 'look', 'amazed', 'truly', 'matters', 'care', 'defend', 'train', 'wreck', 'trump', 'reveals', 'complete', 'lack', 'judgment', 'willingness', 'sell', 'protect', 'brand', 'gophypocrisy']"
2854,728005,gioco partita incontro by e bye bye trump electionresults2020 trumpmeltdown,0,en,"['gioco', 'partita', 'incontro', 'e', 'bye', 'bye', 'trump', 'electionresults2020', 'trumpmeltdown']"
2855,66155,then stop covering trump s rubbish law breaking fear inducing and homicidecomplicit rallies this should have happened ages ago,0,en,"['stop', 'covering', 'trump', 'rubbish', 'law', 'breaking', 'fear', 'inducing', 'homicidecomplicit', 'rallies', 'happened', 'ages', 'ago']"
2856,869846,ohemki politics biden 2020 and stream dynamite bye bye trumpies your daddy is gone trump joebiden kamalaharris joebiden,0,en,"['ohemki', 'politics', 'biden', '2020', 'stream', 'dynamite', 'bye', 'bye', 'trumpies', 'daddy', 'gone', 'trump', 'joebiden', 'kamalaharris', 'joebiden']"
2857,874372,iran s currency rebounds with expectation of trump defeat iransanctions,0,en,"['iran', 'currency', 'rebounds', 'expectation', 'trump', 'defeat', 'iransanctions']"
2859,122643,ea on political virus political vaccine from trump to newzealand s ardern ea w coronavirus uselection2020 biden,0,en,"['ea', 'political', 'virus', 'political', 'vaccine', 'trump', 'newzealand', 'ardern', 'ea', 'w', 'coronavirus', 'uselection2020', 'biden']"
2860,192160,milano lady what planet are you living on have you hit your head did you watch the debate you re so jaded you can t see straight coming from the woman who admits to 3 abortions to prolong her career her problem is she s guilty how special cnn msnbc cnn trump,1,en,"['milano', 'lady', 'planet', 'living', 'hit', 'head', 'watch', 'debate', 'jaded', 'see', 'straight', 'coming', 'woman', 'admits', '3', 'abortions', 'prolong', 'career', 'problem', 'guilty', 'special', 'cnn', 'msnbc', 'cnn', 'trump']"
2861,154069,ok doing my penance and watching trump on,1,en,"['ok', 'penance', 'watching', 'trump']"
2863,696922,how do we want to save this world with such dysfunctional political systems when candidates don t work in the interest of the people anymore but simply follow lobbies or their personal ego vote2020 biden trump savetheworld democracy takemeaway climatechange,0,en,"['want', 'save', 'world', 'dysfunctional', 'political', 'systems', 'candidates', 'work', 'interest', 'people', 'anymore', 'simply', 'follow', 'lobbies', 'personal', 'ego', 'vote2020', 'biden', 'trump', 'savetheworld', 'democracy', 'takemeaway', 'climatechange']"
2865,922322,sure i have just seen donaldtrump mugabe at the seaside shouting at the tide not to come because his the winner,1,en,"['sure', 'seen', 'donaldtrump', 'mugabe', 'seaside', 'shouting', 'tide', 'come', 'winner']"
2867,778615,election2020 trump biden,0,en,"['election2020', 'trump', 'biden']"
2868,492372,this was the same game play in 2016 and 2018 vandalize and make it look like president donald j trump supporters did it thank you next electionday,-1,en,"['game', 'play', '2016', '2018', 'vandalize', 'make', 'look', 'like', 'president', 'donald', 'j', 'trump', 'supporters', 'thank', 'next', 'electionday']"
2869,443621,i m not just anxious about tomorrow i m concerned about the damage that trump will do when he loses concerned about him inciting violence among his followers and also concerned about our national security in general i believe trump is truly dangerous,-1,en,"['anxious', 'tomorrow', 'concerned', 'damage', 'trump', 'loses', 'concerned', 'inciting', 'violence', 'among', 'followers', 'also', 'concerned', 'national', 'security', 'general', 'believe', 'trump', 'truly', 'dangerous']"
2870,86585,make france great again work together for world peace trump,1,en,"['make', 'france', 'great', 'work', 'together', 'world', 'peace', 'trump']"
2871,415012,i m hearing thousands of latinos are readying for tomorrow s trump rally in miami red wave may be a tsunami trump floridafortrump fourmoreyears miami 2020election trumptrain trump2020landslide breaking breakingnews elecciones2020 electionday polls,0,en,"['hearing', 'thousands', 'latinos', 'readying', 'tomorrow', 'trump', 'rally', 'miami', 'red', 'wave', 'may', 'tsunami', 'trump', 'floridafortrump', 'fourmoreyears', 'miami', '2020election', 'trumptrain', 'trump2020landslide', 'breaking', 'breakingnews', 'elecciones2020', 'electionday', 'polls']"
2872,311604,reportedly trump didn t have enough money for the bus mind you many of his followers are elderly waiting out in nebraska s cold perhaps they like him so much they started a collection for him in a red maga hat,1,en,"['reportedly', 'trump', 'enough', 'money', 'bus', 'mind', 'many', 'followers', 'elderly', 'waiting', 'nebraska', 'cold', 'perhaps', 'like', 'much', 'started', 'collection', 'red', 'maga', 'hat']"
2873,957935,the bidenadministration will be a constellation of task forces committees and documents that will actually be worth reading it will be at least a partial return to what they call in congress regular order an old school antidote to the deliberate chaos of trump,0,en,"['bidenadministration', 'constellation', 'task', 'forces', 'committees', 'documents', 'actually', 'worth', 'reading', 'least', 'partial', 'return', 'call', 'congress', 'regular', 'order', 'old', 'school', 'antidote', 'deliberate', 'chaos', 'trump']"
2874,632280,trump supporters come out in full force on election night,1,en,"['trump', 'supporters', 'come', 'full', 'force', 'election', 'night']"
2875,106943,gspe ask 0 0047 before covid 19 this was unknown unbelievable why people sell these levels china is now coming with an economic grow off 4 3 this is no coincidence they deliberate infected the world with coronavirus it s only trump that blame them to,-1,en,"['gspe', 'ask', '0', '0047', 'covid', '19', 'unknown', 'unbelievable', 'people', 'sell', 'levels', 'china', 'coming', 'economic', 'grow', '4', '3', 'coincidence', 'deliberate', 'infected', 'world', 'coronavirus', 'trump', 'blame']"
2876,24221,in split screen town halls trump and biden squabble over coronavirus response,0,en,"['split', 'screen', 'town', 'halls', 'trump', 'biden', 'squabble', 'coronavirus', 'response']"
2877,331874,maybe the biggest disaster for johnson if trump loses is that people will remember how to hope donaldtrump borisjohnson,-1,en,"['maybe', 'biggest', 'disaster', 'johnson', 'trump', 'loses', 'people', 'remember', 'hope', 'donaldtrump', 'borisjohnson']"
2879,890277,perfect absolutely perfect ending to the last disastrous 4 years 90 days to go amp maybe just maybe trump won t be allowed to fire everyone he threatened to do so except unless it s billbarr,1,en,"['perfect', 'absolutely', 'perfect', 'ending', 'last', 'disastrous', '4', 'years', '90', 'days', 'go', 'amp', 'maybe', 'maybe', 'trump', 'allowed', 'fire', 'everyone', 'threatened', 'except', 'unless', 'billbarr']"
2880,692741,trump relied on uneducated disobliging racialist homeless amp ex criminal while biden targeted workers intellectuals ambition amp peaceful citizens,-1,en,"['trump', 'relied', 'uneducated', 'disobliging', 'racialist', 'homeless', 'amp', 'ex', 'criminal', 'biden', 'targeted', 'workers', 'intellectuals', 'ambition', 'amp', 'peaceful', 'citizens']"
2883,360079,trump was impeached by democrats protecting the biden family corruption in ukraine joe biden cannot answer basic question from reporters nancy pelosi will not take basic questions about ukraine democrats condone government corruption why you sell out maga trump,0,en,"['trump', 'impeached', 'democrats', 'protecting', 'biden', 'family', 'corruption', 'ukraine', 'joe', 'biden', 'answer', 'basic', 'question', 'reporters', 'nancy', 'pelosi', 'take', 'basic', 'questions', 'ukraine', 'democrats', 'condone', 'government', 'corruption', 'sell', 'maga', 'trump']"
2884,655027,what is going on on the atlantic side is funny but not surprising that s the point politics is becoming more and more just negative campaign and not a propositive stuff trump2020 elections2020 counteveryvote follome politics usa2020 donaldtrump,1,en,"['going', 'atlantic', 'side', 'funny', 'surprising', 'point', 'politics', 'becoming', 'negative', 'campaign', 'propositive', 'stuff', 'trump2020', 'elections2020', 'counteveryvote', 'follome', 'politics', 'usa2020', 'donaldtrump']"
2887,313880,but what about the people attending the rally clearly nobody cares about them definitely not trump the only answer here is to votehimout bidenharris2020 endthistrumpnightmare,1,en,"['people', 'attending', 'rally', 'clearly', 'nobody', 'cares', 'definitely', 'trump', 'answer', 'votehimout', 'bidenharris2020', 'endthistrumpnightmare']"
2888,520414,230 000 covid 19 related deaths under the trump administration hoping america takes a stand and shows the world they are better than trump electionnight biden trump 2valg,1,en,"['230', '000', 'covid', '19', 'related', 'deaths', 'trump', 'administration', 'hoping', 'america', 'takes', 'stand', 'shows', 'world', 'better', 'trump', 'electionnight', 'biden', 'trump', '2valg']"
2889,187409,ditto except would change trump shy to miserable trumphating republicans,-1,en,"['ditto', 'except', 'would', 'change', 'trump', 'shy', 'miserable', 'trumphating', 'republicans']"
2890,916361,borat rudy rudygiuliani donaldtrump now it all makes sense rudy asked borat to book the four seasons for him so borat chose the four seasons beside the sex shop ha ha omg,0,en,"['borat', 'rudy', 'rudygiuliani', 'donaldtrump', 'makes', 'sense', 'rudy', 'asked', 'borat', 'book', 'four', 'seasons', 'borat', 'chose', 'four', 'seasons', 'beside', 'sex', 'shop', 'ha', 'ha', 'omg']"
2892,50382,trump unions boilermakers pennsylvania biden election2020,0,en,"['trump', 'unions', 'boilermakers', 'pennsylvania', 'biden', 'election2020']"
2894,551263,sooo twitter who is it going to be 1 like for biden 2 retweet for trump electionnight electionday elections2020 uselection trump biden president americasgreatestmistake americadecides2020 donaldtrump joebiden elections2020,0,en,"['sooo', 'twitter', 'going', '1', 'like', 'biden', '2', 'retweet', 'trump', 'electionnight', 'electionday', 'elections2020', 'uselection', 'trump', 'biden', 'president', 'americasgreatestmistake', 'americadecides2020', 'donaldtrump', 'joebiden', 'elections2020']"
2896,220939,us elections2020 on nov 3rd 2020 looking forward for post election2020 results drama trump refuse to concede or biden may lose election2020 trump biden both not us presidential material,0,en,"['us', 'elections2020', 'nov', '3rd', '2020', 'looking', 'forward', 'post', 'election2020', 'results', 'drama', 'trump', 'refuse', 'concede', 'biden', 'may', 'lose', 'election2020', 'trump', 'biden', 'us', 'presidential', 'material']"
